URL,Name,data_provided_by,owner,Publishing Department,currentVersion,Frequency,source_link,supportedQueryFormats,fields,copyrightText,Application,definitionExpression,supportsPagination,canScaleSymbols,Source,supportsDistinct,hasLabels,supportsReturningQueryExtent,canModifyLayer,allowOthersToQuery,supportsStatistics,maxRecordCount,supportsTrueCurve,supportsOrderBy,owner_uid,supportsAdvancedQueries,supportsQueryWithDistance,useStandardizedQueries,hasM,isUnique,Department,isAscending,Contact Email,provenance,Last Update,Endpoint,Public Access Level,Geographic Coverage,Unique Identifier,Homepage,Publisher,capabilities,Theme,Issued,published_version_name,Contact Name,visits,parent_uid,effectiveMinScale,publication_stage,supportsDatumTransformation,maxScale,derived_view,description,htmlPopupType,published_version_uid,domain,geometryType,hasAttachments,public,contactemail,creation_date,license,api_endpoint,defaultVisibility,id,Spatial Reference wkid,displayField,last_update_date_data,downloads,keywords,category,minScale,type,u_id
https://data.seattle.gov/d/qi2h-j69m,Open Budget Application: Capital Budget,Budget Office,Meredith Slota,,,Other,,,,,Open Budget,,,,,,,,,,,,,,trij-xrnq,,,,,,,,,official,,,,,,,,,,,,,518,,,published,,,false,data powering openbudget.seattle.gov,,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2014-09-22T22:55Z,Public Domain,https://data.seattle.gov/resource/qi2h-j69m.json,,,,,2015-09-28T19:55Z,1066,,Finance,,dataset,qi2h-j69m
https://data.seattle.gov/d/hb67-apeb,Families and Education Levy SY2013-2014,Department of Education and Early Learning,"Campbell, Holly",,,To Be Determined,,,,,,,,,,,,,,,,,,,jeh9-kkpm,,,,,,,,,community,,,,,,,,,,,,,478,,,published,,,false,,,,data.seattle.gov,,,true,,2014-01-28T17:07Z,,https://data.seattle.gov/resource/hb67-apeb.json,,,,,2014-01-28T17:07Z,1302,,Education,,dataset,hb67-apeb
https://data.seattle.gov/d/s5r9-s7xv,DSG Monthly rollup,Seattle Information Technology,Seattle IT,,,Other,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,137,,,published,,,false,,,,data.seattle.gov,,,true,open.data@seattle.gov,2015-07-01T21:05Z,,https://data.seattle.gov/resource/s5r9-s7xv.json,,,,,2016-02-29T12:01Z,808,,City Business,,dataset,s5r9-s7xv
https://data.seattle.gov/d/4h72-kf2i,2014 Endorsed Budget - Expenditure Allowance by Budget Control Level (BCL),Budget Office,City Budget Office,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,489,,,published,,,true,"The City of Seattle implements biennial budgeting through the sequential adoption
of two one-year budgets. When adopting the budget for the first year of the biennium, the Council endorses a budget for the second year. 

The Endorsed Budget is the basis for a Proposed Budget for the second year of the biennium, and is reviewed and adopted in the fall of the first year of the biennium.

This data reflects all appropriations (by budget control level) included in the 2014 Endorsed Budget.",,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2013-06-07T21:20Z,,https://data.seattle.gov/resource/4h72-kf2i.json,,,,,2013-06-07T21:20Z,97,2014 endorsed budget,Finance,,filter,4h72-kf2i
https://data.seattle.gov/d/cmfy-un7k,Education,Mayor's Office,Office of the Mayor,,,,http://mayormcginn.seattle.gov,,,,,,,,,,,,,,,,,,x3j7-aetj,,,,,,,,,community,,,,,,,,,,,,,788,s3q4-fh73,,published,,,true,"Results from 131 Community Caucuses, five large group workshops, the Youth Summit and via the web for Mayor Mike McGinn’s Youth and Families Initiative.",,,data.seattle.gov,,,true,,2015-11-08T16:13Z,Public Domain,https://data.seattle.gov/resource/cmfy-un7k.json,,,,,2011-08-21T02:48Z,122,"youth,families,family,education,health,neighborhood,neighborhood safety,race,social justice,youth development,priorities",Education,,filter,cmfy-un7k
https://data.seattle.gov/d/ky92-qpk3,assignment 2 data,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,tujs-795f,,,,,,,,,community,,,,,,,,,,,,,1172,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2015-10-10T12:31Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/ky92-qpk3.json,,,,,2019-03-13T16:44Z,185,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,filter,ky92-qpk3
https://data.seattle.gov/d/uy62-7hys,SPD PDR,Seattle Police Department,Seattle Police,,,Updated at 0115 daily.,,,,,,,,,,,,,,,,,,,bqb4-sik6,,,,,,,,,community,,,,,,,,,,,,,535,,,published,,,true,SPD Public Disclosure,,,data.seattle.gov,,,true,,2015-07-10T17:39Z,,https://data.seattle.gov/resource/uy62-7hys.json,,,,,2016-09-07T08:15Z,79,spd publicdisclosure,Public Safety,,filter,uy62-7hys
https://data.seattle.gov/d/uzud-6ikc,data crime seattle,Seattle Information Technology,Department of Information Technology,,,,,,,,,,,,,,,,,,,,,,4y4q-spp9,,,,,,,,,community,,,,,,,,,,,,,350,,,published,,,true,Violent Part 1 crime statistics by 1990 census tract.,,,data.seattle.gov,,,true,,2013-10-03T05:21Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/uzud-6ikc.json,,,,,2011-08-21T02:48Z,56,"crime,violent,seattle",Public Safety,,filter,uzud-6ikc
https://data.seattle.gov/view/gepx-r2zn,City Of Seattle Neighborhood Matching Funds,Department of Neighborhoods,Seattle IT,,,,http://www.seattle.gov/neighborhoods/,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,524,,,published,,,true,Seattle Department Of NeighborhoodsAll awarded Neighborhood Matching Funds from 1989 to present.,,,data.seattle.gov,,,true,,2015-04-09T20:27Z,Public Domain,https://data.seattle.gov/resource/gepx-r2zn.json,,,,,2018-12-22T00:48Z,1,,Community,,datalens,gepx-r2zn
https://data.seattle.gov/d/n47s-k3an,NE 58th Greenway by Day Timeline,Seattle Department of Transportation,Department of Transportation,,,Once a month,,,,,,,,,,,,,,,,,,,56fb-pbqv,,,,,,,,,community,,,,,,,,,,,,,638,,,published,,,true,"The counters consist of two small tube sensors stretching across the street, which are attached to a small metal counting box made by Eco-Counter. The tubes only count people riding bikes. They are very accurate and designed to be used on greenways.",,,data.seattle.gov,,,true,,2014-10-30T18:58Z,Public Domain,https://data.seattle.gov/resource/n47s-k3an.json,,,,,2019-02-07T23:05Z,150,"seattle,bike,counts,sdot,monthly data,bicycle,pedestrian",Transportation,,chart,n47s-k3an
https://data.seattle.gov/d/bqj9-aggu,Outreach Events Map,Mayor's Office,Engage Seattle,,,,http://www.seattle.gov/engage/access.htm,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,358,8pec-7ugc,,published,,,true,The calendar represents opportunities to engage with City representatives in your neighborhood,,,data.seattle.gov,,,true,,2012-09-12T16:22Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/bqj9-aggu.json,,,,,2016-05-18T08:31Z,127,"engage,outreach,community,volunteer,meetings",Community,,map view,bqj9-aggu
https://data.seattle.gov/d/x4ki-t2df,Seattle Neighborhood Business Districts,Office of Economic Development,Department of Information Technology,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,655,265m-q8pf,,published,,,true,,,,data.seattle.gov,,,true,,2013-05-23T17:48Z,Public Domain,https://data.seattle.gov/resource/x4ki-t2df.json,,,,,2018-04-04T18:15Z,109,,City Business,,map view,x4ki-t2df
https://data.seattle.gov/d/nwsa-mbit,CD Landmarks for 23rd Ave Action Team,,VJoneil,,,,http://seattle.gov/neighborhoods/preservation/landmarks.htm,"JSON, AMF, geoJSON",Shape,,,,,,https://gisrevprxy.seattle.gov/arcgis/rest/services/ext/WM_CityGISLayers/MapServer/55,,,,,,,,,,gtg2-44b2,,,,,,,,,community,,,,,,,,"Map,Query,Data",,,,,335,7nqc-eijt,,published,,,true,https://gisrevprxy.seattle.gov/arcgis/rest/services/ext/WM_CityGISLayers/MapServer/55,esriServerHTMLPopupTypeAsHTMLText,,data.seattle.gov,esriGeometryPoint,,true,,2014-03-14T22:51Z,Public Domain,https://data.seattle.gov/resource/nwsa-mbit.json,,,102113,NAME,2019-02-08T17:40Z,59,"historic register,historic,landmarks,preservation,historic preservation",Community,,map view,nwsa-mbit
https://data.seattle.gov/d/k3hs-aykd,City of Seattle Wages: Comparison by Gender - Discretionary Pay Titles by Department,Mayor's Office,Seattle IT,,,One Time,http://mayormcginn.wpengine.netdna-cdn.com/wp-content/uploads/2013/07/Appendix-4-EEO-Final.pdf,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,447,,,published,,,false,,,,data.seattle.gov,,,true,open.data@seattle.gov,2013-07-16T20:42Z,Public Domain,https://data.seattle.gov/resource/k3hs-aykd.json,,,,,2013-07-16T20:42Z,1946,"wages,salary,salaries,job,classifications,government,gender,comparison by gender,gender wage study",City Business,,dataset,k3hs-aykd
https://data.seattle.gov/d/q5tu-mnp2,Coban log sorted by logTime,Seattle Police Department,Seattle Police,,,Daily,,,,,,,,,,,,,,,,,,,ggbm-f79c,,,,,,,,,community,,,,,,,,,,,,,389,tpvk-5fr3,,published,,,true,"This dataset includes Police In-Car video activities. Data shows activity of In-Car recorded video including, Officer Serial Number, Start (Date & Time) of video, post recording activity code and description. Data is refreshed on a weekly basis. Data is records of video and does not imply that there is actual playable video associated.",,,data.seattle.gov,,,true,,2015-01-16T02:16Z,,https://data.seattle.gov/resource/q5tu-mnp2.json,,,,,2018-03-28T15:30Z,196,coban logs,Public Safety,,filter,q5tu-mnp2
https://data.seattle.gov/d/s56g-p7ud,Bee!,Seattle Information Technology,Department of Information Technology,,,,http://mayormcginn.wpengine.netdna-cdn.com/wp-content/uploads/2013/07/Appendix-1-Final.pdf,,,,,,,,,,,,,,,,,,ncrm-d8rr,,,,,,,,,community,,,,,,,,,,,,,547,,,published,,,true,Average pay comparison of male and female wages by job classification (except Library job classes).  The data contains weighted average hourly pay rates for women and men and the average of all employee wages in the class.,,,data.seattle.gov,,,true,,2013-08-08T00:00Z,Public Domain,https://data.seattle.gov/resource/s56g-p7ud.json,,,,,2013-07-16T17:25Z,135,"wages,salary,salaries,job,classifications,government,gender,comparison by gender,gender wage study",,,filter,s56g-p7ud
https://data.seattle.gov/d/5jqs-k4qf,City of Seattle Wages: Comparison by Gender - Average Hourly Wage by Department,Mayor's Office,Seattle IT,,,Other,http://mayormcginn.wpengine.netdna-cdn.com/wp-content/uploads/2013/07/Appendix-3-Final.pdf,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,476,,,published,,,false,Average hourly wages for women and men sorted by City department and age range,,,data.seattle.gov,,,true,open.data@seattle.gov,2013-07-16T19:41Z,Public Domain,https://data.seattle.gov/resource/5jqs-k4qf.json,,,,,2013-07-16T19:41Z,3375,"wages,salary,salaries,job,classifications,government,gender,comparison by gender,gender wage study",City Business,,dataset,5jqs-k4qf
https://data.seattle.gov/view/trz9-7z7w,Property Management Area Uses,Department of Finance and Administrative Services,Seattle IT,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,417,kppy-esfu,,published,,,true,Data on  the uses categories of City owned property,,,data.seattle.gov,,,true,,2015-04-09T16:54Z,,https://data.seattle.gov/resource/trz9-7z7w.json,,,,,2016-09-09T22:44Z,0,,Land Base,,datalens,trz9-7z7w
https://data.seattle.gov/d/afqp-xjtf,test,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,b8hw-vchd,,,,,,,,,community,,,,,,,,,,,,,883,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2015-07-06T17:52Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/afqp-xjtf.json,,,,,2019-03-13T16:44Z,184,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,filter,afqp-xjtf
https://data.seattle.gov/d/vvis-ium2,Evergreen Apps Registrants,Seattle Information Technology,Department of Information Technology,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,242,3btu-e62v,,published,,,true,Contestant and registration data for Evergreen Apps Contest,,,data.seattle.gov,,,true,,2012-08-15T20:47Z,,https://data.seattle.gov/resource/vvis-ium2.json,,,,,2012-09-07T15:04Z,64,"evergreen,apps,contest",,,filter,vvis-ium2
https://data.seattle.gov/view/r89b-45fj,Excess Property,Department of Finance and Administrative Services,Seattle IT,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,419,yenx-5x5h,,published,,,true,List of  properties in the reuse and disposition review process,,,data.seattle.gov,,,true,,2015-04-15T21:34Z,Public Domain,https://data.seattle.gov/resource/r89b-45fj.json,,,,,2018-04-06T00:37Z,0,,Land Base,,datalens,r89b-45fj
https://data.seattle.gov/d/xsx3-phmt,FIT review of videos,Seattle Police Department,Seattle Police,,,Daily,,,,,,,,,,,,,,,,,,,45ap-nfp8,,,,,,,,,community,,,,,,,,,,,,,848,tpvk-5fr3,,published,,,true,"This dataset includes Police In-Car video activities. Data shows activity of In-Car recorded video including, Officer Serial Number, Start (Date & Time) of video, post recording activity code and description. Data is refreshed on a weekly basis. Data is records of video and does not imply that there is actual playable video associated.",,,data.seattle.gov,,,true,,2016-01-10T03:32Z,,https://data.seattle.gov/resource/xsx3-phmt.json,,,,,2018-03-28T15:30Z,170,coban logs,Public Safety,,filter,xsx3-phmt
https://data.seattle.gov/d/brky-czsc,Seattle Waterfront Art,Seattle Information Technology,Community Technology,,,,,,,,,,,,,,,,,,,,,,e5ji-piyw,,,,,,,,,community,,,,,,,,,,,,,372,j7sn-tdzk,,published,,,true,,,,data.seattle.gov,,,true,,2013-02-16T01:00Z,Public Domain,https://data.seattle.gov/resource/brky-czsc.json,,,,,2012-04-28T18:08Z,116,,,,map view,brky-czsc
https://data.seattle.gov/d/vcar-wrx6,seattle,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,7ae9-trna,,,,,,,,,community,,,,,,,,,,,,,2380,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2015-11-25T08:48Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/vcar-wrx6.json,,,,,2019-03-13T16:44Z,173,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,filter,vcar-wrx6
https://data.seattle.gov/view/exh2-hqzj,Sold Fleet Equipment,Department of Finance and Administrative Services,"Blood, Bruce",,,,,,,,,,,,,,,,,,,,,,fs78-6jsr,,,,,,,,,official,,,,,,,,,,,,,475,,,published,,,true,This dataset includes sales data for fleet equipment that was sold in the current and previous two years. This dataset does not include sales data for Seattle City Light (SCL) fleet equipment.,,,data.seattle.gov,,,true,,2015-04-24T21:30Z,Public Domain,https://data.seattle.gov/resource/exh2-hqzj.json,,,,,2019-03-04T21:18Z,1,,City Business,,datalens,exh2-hqzj
https://data.seattle.gov/d/wu8m-zppx,Donut Chart with Percentages,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,t5qm-f7ia,,,,,,,,,community,,,,,,,,,,,,,326,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2014-05-28T21:51Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/wu8m-zppx.json,,,,,2019-03-13T16:44Z,235,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,chart,wu8m-zppx
https://data.seattle.gov/d/xau7-8yiq,testing of automated export,Seattle Police Department,Seattle Police,,,Daily,,,,,,,,,,,,,,,,,,,v35j-cik3,,,,,,,,,official,,,,,,,,,,,,,326,tpvk-5fr3,,published,,,true,"This dataset includes Police In-Car video activities. Data shows activity of In-Car recorded video including, Officer Serial Number, Start (Date & Time) of video, post recording activity code and description. Data is refreshed on a weekly basis. Data is records of video and does not imply that there is actual playable video associated.",,,data.seattle.gov,,,true,,2015-06-03T03:08Z,,https://data.seattle.gov/resource/xau7-8yiq.json,,,,,2018-03-28T15:30Z,114,coban logs,Public Safety,,filter,xau7-8yiq
https://data.seattle.gov/d/ydax-dvw7,Maynard,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,n7ws-wfk6,,,,,,,,,community,,,,,,,,,,,,,340,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2015-02-24T01:29Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/ydax-dvw7.json,,,,,2019-03-13T16:44Z,86,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,filter,ydax-dvw7
https://data.seattle.gov/d/ppuy-9xpk,test,Seattle Department of Transportation,Department of Transportation,,,as data is available,,,,,,,,,,,,,,,,,,,itmi-fhnr,,,,,,,,,community,,,,,,,,,,,,,1163,,,published,,,true,"The Fremont Bridge Bicycle Counter records the number of bikes that cross the bridge using the pedestrian/bicycle pathways. Inductive loops on the east and west pathways count the passing of bicycles regardless of travel direction. The data consists of a date/time field: Date, east pathway count field: Fremont Bridge NB,  and west pathway count field: Fremont Bridge SB. The count fields represent the total bicycles detected during the specified one hour period. Direction of travel is not specified, but in general most traffic in the Fremont Bridge NB field is travelling northbound and most traffic in the Fremont Bridge SB field is travelling southbound.",,,data.seattle.gov,,,true,,2015-12-29T22:35Z,Public Domain,https://data.seattle.gov/resource/ppuy-9xpk.json,,,,,2019-03-04T22:43Z,147,"bicycle,traffic,fremont,seattle,counts,bike counts,bike",Transportation,,filter,ppuy-9xpk
https://data.seattle.gov/d/hzb7-xft7,7710,Seattle Police Department,Seattle Police,,,Daily,,,,,,,,,,,,,,,,,,,jdux-cfmh,,,,,,,,,community,,,,,,,,,,,,,353,tpvk-5fr3,,published,,,true,"This dataset includes Police In-Car video activities. Data shows activity of In-Car recorded video including, Officer Serial Number, Start (Date & Time) of video, post recording activity code and description. Data is refreshed on a weekly basis. Data is records of video and does not imply that there is actual playable video associated.",,,data.seattle.gov,,,true,,2015-05-16T00:50Z,,https://data.seattle.gov/resource/hzb7-xft7.json,,,,,2018-03-28T15:30Z,173,coban logs,Public Safety,,filter,hzb7-xft7
https://data.seattle.gov/d/3cfy-6eby,Open Budget Application: Operating Budget,Budget Office,"Kirk, Daniel",,,Other,,,,,Open Budget,,,,,,,,,,,,,,wmx8-e5p7,,,,,,,,,official,,,,,,,,,,,,,623,,,published,,,false,data powering openbudget.seattle.gov,,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2014-09-22T23:01Z,Public Domain,https://data.seattle.gov/resource/3cfy-6eby.json,,,,,2016-08-11T21:40Z,1240,,Finance,,dataset,3cfy-6eby
https://data.seattle.gov/d/nr4r-xu4y,Expenditures- FTEs,Budget Office,Seattle IT,,,To Be Determined,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,320,,,published,,,false,Expenditures - FTEs,,,data.seattle.gov,,,true,,2013-09-17T16:32Z,,https://data.seattle.gov/resource/nr4r-xu4y.json,,,,,2013-10-03T14:35Z,1065,,Finance,,dataset,nr4r-xu4y
https://data.seattle.gov/d/phsd-49mn,2031 Endorsed Ethics and Elections Commission,Budget Office,City Budget Office,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,269,,,published,,,true,"The City of Seattle implements biennial budgeting through the sequential adoption
of two one-year budgets. When adopting the budget for the first year of the biennium, the Council endorses a budget for the second year. 

The Endorsed Budget is the basis for a Proposed Budget for the second year of the biennium, and is reviewed and adopted in the fall of the first year of the biennium.

This data reflects all appropriations (by budget control level) included in the 2014 Endorsed Budget.",,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2013-06-12T20:10Z,,https://data.seattle.gov/resource/phsd-49mn.json,,,,,2013-06-07T21:20Z,120,2014 endorsed budget,Finance,,filter,phsd-49mn
https://data.seattle.gov/d/nvd5-z3j8,police,Mayor's Office,mannequin,,,,http://www.seattle.gov/financedepartment/,,,,,,,,,,,,,,,,,,yh8y-8a9i,,,,,,,,,community,,,,,,,,,,,,,265,55z8-f4gi,,published,,,true,Excel version of the data included in Attachment A to the Budget Adoption Ordinance.  This data reflects all appropriations (by budget control level) included in the 2011-2012 Proposed Budget.,,,data.seattle.gov,,,true,,2011-04-15T12:21Z,Public Domain,https://data.seattle.gov/resource/nvd5-z3j8.json,,,,,2011-08-21T02:48Z,198,"budget,budget control level,expenditures,seattle,city of seattle,finance,budgets",,,filter,nvd5-z3j8
https://data.seattle.gov/d/sipj-k8vz,2013 Endorsed Executive,Budget Office,City Budget Office,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,209,,,published,,,true,"The City of Seattle implements biennial budgeting through the sequential adoption
of two one-year budgets. When adopting the budget for the first year of the biennium, the Council endorses a budget for the second year. 

The Endorsed Budget is the basis for a Proposed Budget for the second year of the biennium, and is reviewed and adopted in the fall of the first year of the biennium.

This data reflects all appropriations (by budget control level) included in the 2014 Endorsed Budget.",,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2013-06-12T20:11Z,,https://data.seattle.gov/resource/sipj-k8vz.json,,,,,2013-06-07T21:20Z,112,2014 endorsed budget,Finance,,chart,sipj-k8vz
https://data.seattle.gov/d/swnc-pzvt,2013 Endorsed Department of Neighborhoods,Budget Office,City Budget Office,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,234,,,published,,,true,"The City of Seattle implements biennial budgeting through the sequential adoption
of two one-year budgets. When adopting the budget for the first year of the biennium, the Council endorses a budget for the second year. 

The Endorsed Budget is the basis for a Proposed Budget for the second year of the biennium, and is reviewed and adopted in the fall of the first year of the biennium.

This data reflects all appropriations (by budget control level) included in the 2014 Endorsed Budget.",,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2013-06-12T20:09Z,,https://data.seattle.gov/resource/swnc-pzvt.json,,,,,2013-06-07T21:20Z,135,2014 endorsed budget,Finance,,filter,swnc-pzvt
https://data.seattle.gov/d/4khs-fz35,Police Beat and Precinct Centerpoints,Seattle Police Department,Seattle IT,,,To Be Determined,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,461,,,published,,,false,,,,data.seattle.gov,,,true,,2014-03-03T22:56Z,,https://data.seattle.gov/resource/4khs-fz35.json,,,,,2014-03-04T00:22Z,1050,,Land Base,,dataset,4khs-fz35
https://data.seattle.gov/d/awiz-hn89,FAS Facilities,Department of Finance and Administrative Services,FAS - Real Estate Services,,,Annually,,,,,,,,,,,,,,,,,,,fqtv-q6su,,,,,,,,,official,,,,,,,,,,,,,417,,,published,,,false,FAS Facilities,,,data.seattle.gov,,,true,daniel.bretzke@seattle.gov,2014-08-14T20:52Z,Public Domain,https://data.seattle.gov/resource/awiz-hn89.json,,,,,2014-08-14T21:45Z,1306,"fas,facilities",Land Base,,dataset,awiz-hn89
https://data.seattle.gov/d/yn7q-tcts,water fund,Mayor's Office,Mike Hotaling,,,,http://www.seattle.gov/financedepartment/,,,,,,,,,,,,,,,,,,e5pw-m4w2,,,,,,,,,community,,,,,,,,,,,,,280,55z8-f4gi,,published,,,true,Excel version of the data included in Attachment A to the Budget Adoption Ordinance.  This data reflects all appropriations (by budget control level) included in the 2011-2012 Proposed Budget.,,,data.seattle.gov,,,true,,2011-03-30T18:43Z,Public Domain,https://data.seattle.gov/resource/yn7q-tcts.json,,,,,2011-08-21T02:48Z,162,"budget,budget control level,expenditures,seattle,city of seattle,finance,budgets",,,filter,yn7q-tcts
https://data.seattle.gov/d/dxyt-b2tj,July 4th Fire 911 calls,Seattle Fire Department,Seattle Fire Department,,,5 minutes,http://web5.seattle.gov/MNM/incidentresponse.aspx,,,,,,,,,,,,,,,,,,b6qe-y4eh,,,,,,,,,community,,,,,,,,,,,,,298,kzjm-xkqj,,published,,,true,Provides Seattle Fire Department 911 dispatches. Updated every 5 minutes.,,,data.seattle.gov,,,true,,2014-08-08T22:45Z,Creative Commons 1.0 Universal (Public Domain Dedication),https://data.seattle.gov/resource/dxyt-b2tj.json,,,,,2019-03-13T16:44Z,113,"seattle,911,fire,dispatch e911,sfd mobile",Public Safety,,filter,dxyt-b2tj
https://data.seattle.gov/d/h2ae-fhe9,TDR Map,Seattle Information Technology,Seattle IT,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,468,s8dr-udiw,,published,,,true,,,,data.seattle.gov,,,true,,2011-07-28T23:01Z,,https://data.seattle.gov/resource/h2ae-fhe9.json,,,,,2011-08-21T02:48Z,103,,,,map view,h2ae-fhe9
https://data.seattle.gov/view/3m2s-znbx,COBAN Logs,Seattle Police Department,Seattle IT,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,1164,tpvk-5fr3,,published,,,true,"This dataset includes Police In-Car video activities. Data shows activity of In-Car recorded video including, Officer Serial Number, Start (Date & Time) of video, post recording activity code and description. Data is refreshed on a weekly basis. Data is records of video and does not imply that there is actual playable video associated.",,,data.seattle.gov,,,true,,2015-06-09T16:00Z,,https://data.seattle.gov/resource/3m2s-znbx.json,,,,,2018-03-28T17:53Z,0,,Public Safety,,datalens,3m2s-znbx
https://data.seattle.gov/d/p29e-cz3v,Sidebarinformation,Budget Office,Seattle IT,,,One Time,http://www.seattle.gov/financedepartment/,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,253,,,published,,,false,sidebarinformation,,,data.seattle.gov,,,true,,2013-09-17T18:24Z,Public Domain,https://data.seattle.gov/resource/p29e-cz3v.json,,,,,2013-10-07T16:44Z,1524,,Finance,,dataset,p29e-cz3v
https://data.seattle.gov/d/gift-8u2j,2013 Endorsed Civil Service Commissions,Budget Office,City Budget Office,,,,,,,,,,,,,,,,,,,,,,pfbu-yuv5,,,,,,,,,official,,,,,,,,,,,,,197,,,published,,,true,"The City of Seattle implements biennial budgeting through the sequential adoption
of two one-year budgets. When adopting the budget for the first year of the biennium, the Council endorses a budget for the second year. 

The Endorsed Budget is the basis for a Proposed Budget for the second year of the biennium, and is reviewed and adopted in the fall of the first year of the biennium.

This data reflects all appropriations (by budget control level) included in the 2014 Endorsed Budget.",,,data.seattle.gov,,,true,citybudgetdata@seattle.gov,2013-06-12T20:08Z,,https://data.seattle.gov/resource/gift-8u2j.json,,,,,2013-06-07T21:20Z,120,2014 endorsed budget,Finance,,filter,gift-8u2j
